id,nombre_carretera,tramo,limite_tramo,sentido,limite,velocidad,fecha,matricula,conductor
A4/+91/20150608131418000,A4,91,100,ascending,100,100,2015-06-08,8472OIE,13633650D
A3/+155/20161001120756000,A3,155,100,ascending,100,96,2016-10-01,1131AOO,83880461J
M50/+49/20170926112627000,M50,49,100,ascending,100,86,2017-09-26,7372AEU,73520242Y
A1/-268/20160706101127000,A1,268,100,descending,100,82,2016-07-06,7372OEI,42349732Q
A1/+138/20170501155053000,A1,138,100,ascending,100,101,2017-05-01,0716AUU,55133962H
M30/-23/20151116184142000,M30,23,50,descending,50,62,2015-11-16,9038OUI,31414734T
M50/-80/20160923092646000,M50,80,100,descending,100,110,2016-09-23,9855AIE,30801878W
M40/+29/20161024200735000,M40,29,80,ascending,80,94,2016-10-24,4333EUU,72449035R
M30/-16/20151009191842000,M30,16,50,descending,50,44,2015-10-09,3195EOU,60908146Y
A3/-10/20080130000840000,A3,10,100,descending,100,92,2008-01-30,4450AAE,45191051F
A6/+171/20161206210403000,A6,171,100,ascending,100,98,2016-12-06,1295IIA,64997574B
A4/-285/20151031194820000,A4,285,100,descending,100,104,2015-10-31,9834EUO,38423370F
M45/+26/20171220163027000,M45,26,80,ascending,80,80,2017-12-20,9519IEI,35044021W
M40/-15/20171127045137000,M40,15,80,descending,80,60,2017-11-27,8111EAA,12035677F
A2/+58/20171129131307000,A2,58,100,ascending,100,102,2017-11-29,6095EAE,74868992J
A5/-271/20170617122935000,A5,271,100,descending,100,96,2017-06-17,6523AIO,89897064T
A1/+162/20161120074728000,A1,162,100,ascending,100,98,2016-11-20,0566EAU,65289655S
M40/+23/20160504021421000,M40,23,80,ascending,80,82,2016-05-04,1072IOA,47591599E
M40/-49/20151015175400000,M40,49,80,descending,80,80,2015-10-15,6817EUA,75939906R
A6/-298/20151212073106000,A6,298,100,descending,100,102,2015-12-12,1295IIA,64997574B
A6/+38/20160804190412000,A6,38,100,ascending,100,92,2016-08-04,4237EIO,62793298D
A1/+218/20160710234824000,A1,218,100,ascending,100,145,2016-07-10,7493AUE,50774649X
M45/+17/20161019233231000,M45,17,80,ascending,80,95,2016-10-19,5844EIA,44230641P
M40/-15/20171228195057000,M40,15,80,descending,80,112,2017-12-28,9336IIU,12028211Q
A1/+138/20080201230320000,A1,138,100,ascending,100,107,2008-02-01,0718UUE,65897309D
A2/+157/20170321050711000,A2,157,100,ascending,100,92,2017-03-21,3784IAO,98585779M
M40/+30/20160617121730000,M40,30,80,ascending,80,88,2016-06-17,0619IEO,04906297Y
A3/+17/20170526094235000,A3,17,100,ascending,100,147,2017-05-26,2685IAA,97045896H
M30/-16/20080122170431000,M30,16,50,descending,50,53,2008-01-22,4450AAE,45191051F
A4/+91/20160506144424000,A4,91,100,ascending,100,99,2016-05-06,6317EUO,06415210G
A4/+50/20150812060946000,A4,50,100,ascending,100,84,2015-08-12,1295IIA,64997574B
M45/-10/20151201005744000,M45,10,80,descending,80,80,2015-12-01,6817EUA,75939906R
M40/+23/20151029203514000,M40,23,80,ascending,80,85,2015-10-29,2639AAA,55533072D
A6/-11/20150729104318000,A6,11,100,descending,100,115,2015-07-29,9787IEE,09611341D
A4/+54/20170709135102000,A4,54,100,ascending,100,116,2017-07-09,0619IEO,04906297Y
A4/-147/20170501234958000,A4,147,100,descending,100,97,2017-05-01,5999AAI,11810752E
M45/-10/20170624234515000,M45,10,80,descending,80,83,2017-06-24,5938AOI,23939454L
A6/+38/20170307220328000,A6,38,100,ascending,100,92,2017-03-07,5999AAI,11810752E
A6/-244/20170906125142000,A6,244,100,descending,100,118,2017-09-06,5863AII,31970465M
A6/+237/20171224120902000,A6,237,100,ascending,100,126,2017-12-24,6880OUO,77467632K
A2/-147/20100805100030000,A2,147,100,descending,100,119,2010-08-05,3283IAA,22674835D
A5/+72/20110607151832000,A5,72,100,ascending,100,98,2011-06-07,9105UIU,80498155H
A3/+49/20090822162324000,A3,49,100,ascending,100,158,2009-08-22,1244UEO,55087522S
M50/-16/20100410015550000,M50,16,100,descending,100,114,2010-04-10,2512UAA,33300126J
M50/-16/20100410015556000,M50,16,100,descending,100,113,2010-04-10,5525OUO,40915263B
A5/+236/20111228181020000,A5,236,100,ascending,100,94,2011-12-28,8545AOA,22764409K
A5/+70/20100702220637000,A5,70,100,ascending,100,106,2010-07-02,6758UOE,28786879X
A1/+138/20111123163516000,A1,138,100,ascending,100,110,2011-11-23,7376AEU,47718268F
M50/+66/20110915071942000,M50,66,100,ascending,100,140,2011-09-15,1943OAO,98277257M
A3/-206/20110123134630000,A3,206,100,descending,100,70,2011-01-23,5408EII,39707566K
M45/-28/20090811031335000,M45,28,80,descending,80,96,2009-08-11,3732IUO,97201505D
A2/-147/20120209095644000,A2,147,100,descending,100,119,2012-02-09,8506OUO,48272209Q
A6/+237/20100130220840000,A6,237,100,ascending,100,116,2010-01-30,8960AEO,04295516J
M50/-80/20091219230625000,M50,80,100,descending,100,104,2009-12-19,0583EAA,58793740J
A6/+38/20100609032512000,A6,38,100,ascending,100,92,2010-06-09,2877AIA,59015527B
A3/+241/20110824172648000,A3,241,100,ascending,100,101,2011-08-24,4785UUA,36259246E
M30/-11/20111213070426000,M30,11,50,descending,50,50,2011-12-13,9038OUI,31414734T
A1/+131/20100923000620000,A1,131,100,ascending,100,105,2010-09-23,7835UUA,54146779H
A4/+132/20090920220443000,A4,132,100,ascending,100,110,2009-09-20,5350OAE,01707914A
A2/+115/20101130232058000,A2,115,100,ascending,100,117,2010-11-30,9519OEE,55754166G
A4/+91/20100507144439000,A4,91,100,ascending,100,100,2010-05-07,6560AII,78135349W
M45/-20/20100927082450000,M45,20,80,descending,80,67,2010-09-27,2877AIA,59015527B
M50/-18/20110126034652000,M50,18,100,descending,100,100,2011-01-26,0609OUU,07836519M
A5/+268/20110525173457000,A5,268,100,ascending,100,112,2011-05-25,1858UEA,65871451A
A4/+50/20090812060946000,A4,50,100,ascending,100,84,2009-08-12,1295IIA,64997574B
A5/+268/20101112152027000,A5,268,100,ascending,100,78,2010-11-12,9495AIA,48906593Z
A1/-268/20120122175801000,A1,268,100,descending,100,99,2012-01-22,4702OIA,73010468G
A6/-11/20160706025329000,A6,11,100,descending,100,111,2016-07-06,3929OOO,58444159D
A4/-223/20160715043923000,A4,223,100,descending,100,111,2016-07-15,5119EUA,80771305C
A2/+45/20150921151220000,A2,45,100,ascending,100,112,2015-09-21,8828OIA,63709185J
M45/-10/20151026065856000,M45,10,80,descending,80,90,2015-10-26,9038OUI,31414734T
M45/+31/20161108175931000,M45,31,80,ascending,80,100,2016-11-08,7405UIU,11810752E
A2/+157/20160614201937000,A2,157,100,ascending,100,114,2016-06-14,6648AEO,40648481Y
A5/+236/20151107011309000,A5,236,100,ascending,100,115,2015-11-07,1306OEE,06729275G
A6/+171/20171114052852000,A6,171,100,ascending,100,110,2017-11-14,1556IAI,87767956W
A6/+237/20171114062018000,A6,237,100,ascending,100,117,2017-11-14,1556IAI,87767956W
M45/+15/20151211040527000,M45,15,80,ascending,80,96,2015-12-11,7372AEU,73520242Y
A3/+49/20160111152021000,A3,49,100,ascending,100,116,2016-01-11,6055EOO,60260601A
A6/+171/20151027135023000,A6,171,100,ascending,100,129,2015-10-27,7608OAU,94229966R
M45/-29/20160830155314000,M45,29,80,descending,80,125,2016-08-30,6306III,56193398M
A5/+274/20160418041356000,A5,274,100,ascending,100,118,2016-04-18,8173OAU,67121154R
A5/-271/20170824063134000,A5,271,100,descending,100,124,2017-08-24,2698UEA,30173036A
A1/-268/20080126030710000,A1,268,100,descending,100,109,2008-01-26,5408EII,39707566K
M40/+30/20170626140256000,M40,30,80,ascending,80,92,2017-06-26,5828EEE,20304333W
M30/-23/20170826040023000,M30,23,50,descending,50,69,2017-08-26,9200IIA,93655750A
M50/-34/20170130063520000,M50,34,100,descending,100,110,2017-01-30,6668OOO,54016383D
A1/+217/20170330200904000,A1,217,100,ascending,100,112,2017-03-30,5831EEE,40977364N
A4/+132/20150518181826000,A4,132,100,ascending,100,120,2015-05-18,0342OEO,13982887Z
M40/-15/20171212071333000,M40,15,80,descending,80,92,2017-12-12,0728IOU,79172538Y
A3/+204/20170419170735000,A3,204,100,ascending,100,111,2017-04-19,7375OAI,48906593Z
A1/+162/20080117162918000,A1,162,100,ascending,100,113,2008-01-17,9861AUO,76150280V
M50/-85/20151109131748000,M50,85,100,descending,100,117,2015-11-09,9063AOI,48272209Q
A5/+274/20161225114455000,A5,274,100,ascending,100,112,2016-12-25,5526UOU,42038947F
M40/+30/20170124100641000,M40,30,80,ascending,80,92,2017-01-24,8489EAU,33254360V
M45/-20/20171014101815000,M45,20,80,descending,80,100,2017-10-14,1286OEO,97976946M
A5/+268/20171010052709000,A5,268,100,ascending,100,117,2017-10-10,0473AEO,94229966R
A6/-244/20170923003054000,A6,244,100,descending,100,115,2017-09-23,1130IOA,08914907S
A6/+237/20151114181922000,A6,237,100,ascending,100,115,2015-11-14,7121UAU,38930269D
A6/-108/20171008212308000,A6,108,100,descending,100,118,2017-10-08,9063AOI,48272209Q
A1/+217/20170826115216000,A1,217,100,ascending,100,115,2017-08-26,4760AEE,00528326Q
M30/-21/20150525010004000,M30,21,50,descending,50,67,2015-05-25,5338IEI,80551722H
A2/-296/20170824071144000,A2,296,100,descending,100,115,2017-08-24,8489EAU,33254360V
M50/+75/20170418060730000,M50,75,100,ascending,100,116,2017-04-18,6279OUE,22674835D
A1/+162/20171125132905000,A1,162,100,ascending,100,119,2017-11-25,2925UEO,21763956E
A1/+154/20150929230207000,A1,154,100,ascending,100,92,2015-09-29,6525AEI,87980168Q
M30/+11/20170403003234000,M30,11,50,ascending,50,63,2017-04-03,5823AEO,47614918L
A4/+91/20161018212055000,A4,91,100,ascending,100,110,2016-10-18,1497IUA,58161619R
A3/-252/20160624035758000,A3,252,100,descending,100,115,2016-06-24,0344UEE,25877835Y
M45/-20/20160816074323000,M45,20,80,descending,80,93,2016-08-16,1103EEA,07471244Q
A5/+95/20170421115423000,A5,95,100,ascending,100,113,2017-04-21,1103EEA,07471244Q
A5/+274/20170421140132000,A5,274,100,ascending,100,119,2017-04-21,1103EEA,07471244Q
A1/-298/20170428174048000,A1,298,100,descending,100,117,2017-04-28,4776EUI,15187129E
A1/-268/20170428182259000,A1,268,100,descending,100,114,2017-04-28,4776EUI,15187129E
A1/-232/20160307210348000,A1,232,100,descending,100,112,2016-03-07,0383IOU,00708677R
A6/+171/20160107181139000,A6,171,100,ascending,100,95,2016-01-07,4481IEE,47285810H
M50/+75/20160222082151000,M50,75,100,ascending,100,132,2016-02-22,5863AII,31970465M
M40/+16/20160221011325000,M40,16,80,ascending,80,101,2016-02-21,8173OAU,67121154R
M40/-60/20160323152627000,M40,60,80,descending,80,81,2016-03-23,0438IAO,53675847B
M30/+11/20170102034803000,M30,11,50,ascending,50,64,2017-01-02,6758UOE,28786879X
A5/-100/20170116152414000,A5,100,100,descending,100,113,2017-01-16,2639AAA,55533072D
M45/+17/20170522185256000,M45,17,80,ascending,80,88,2017-05-22,1117IAU,25913468N
M30/+14/20170920055441000,M30,14,50,ascending,50,65,2017-09-20,8111EAA,12035677F
A5/-211/20170613040952000,A5,211,100,descending,100,113,2017-06-13,9519IEI,35044021W
A6/+38/20151021052900000,A6,38,100,ascending,100,116,2015-10-21,5991OAE,58576842M
A4/-223/20080110155703000,A4,223,100,descending,100,115,2008-01-10,4785UUA,36259246E
M40/+33/20160104041743000,M40,33,80,ascending,80,92,2016-01-04,4450AAE,45191051F
A4/+260/20150929225556000,A4,260,100,ascending,100,142,2015-09-29,6734OUU,81207757R
M30/-25/20170526004101000,M30,25,50,descending,50,69,2017-05-26,9707OOI,12035677F
A4/+91/20160719100735000,A4,91,100,ascending,100,120,2016-07-19,4309OEE,88024283V
A6/-298/20170911050501000,A6,298,100,descending,100,117,2017-09-11,7494UEU,33585461X
A2/+45/20160822101328000,A2,45,100,ascending,100,112,2016-08-22,5290OEU,36737468M
M45/-26/20170817224813000,M45,26,80,descending,80,98,2017-08-17,7981IOE,20304333W
M30/+14/20161120132535000,M30,14,50,ascending,50,67,2016-11-20,6061IUO,43287231N
M45/+15/20160719032557000,M45,15,80,ascending,80,93,2016-07-19,6111IAI,70809340E
A2/-168/20150715030802000,A2,168,100,descending,100,113,2015-07-15,4280EUI,85549822B
A6/+38/20150705194454000,A6,38,100,ascending,100,112,2015-07-05,9063AOI,48272209Q
A2/-242/20150823054450000,A2,242,100,descending,100,113,2015-08-23,0398EUI,45191051F
M45/+26/20150815212240000,M45,26,80,ascending,80,80,2015-08-15,5303EIO,21582390H
M30/+32/20170708195021000,M30,32,50,ascending,50,69,2017-07-08,0438IAO,53675847B
A3/+155/20150708190402000,A3,155,100,ascending,100,118,2015-07-08,6797EIU,52223220H
A5/+53/20170112163210000,A5,53,100,ascending,100,111,2017-01-12,0398EUI,45191051F
A6/+171/20150705212015000,A6,171,100,ascending,100,117,2015-07-05,9063AOI,48272209Q
M30/-12/20151015083730000,M30,12,50,descending,50,120,2015-10-15,0431UIE,75109144E
M40/-55/20150526191810000,M40,55,80,descending,80,94,2015-05-26,2452UEO,65393209T
M40/-43/20150526193444000,M40,43,80,descending,80,78,2015-05-26,2452UEO,65393209T
M30/-12/20170617064740000,M30,12,50,descending,50,55,2017-06-17,5303EIO,21582390H
A6/+171/20161027150814000,A6,171,100,ascending,100,95,2016-10-27,5350OAE,01707914A
A4/+199/20170210203612000,A4,199,100,ascending,100,120,2017-02-10,7405UIU,11810752E
A5/+72/20170112170608000,A5,72,100,ascending,100,118,2017-01-12,0398EUI,45191051F
A2/-230/20080106084904000,A2,230,100,descending,100,115,2008-01-06,0716AUU,55133962H
M30/-30/20160805005723000,M30,30,50,descending,50,60,2016-08-05,1943OAO,98277257M
A5/-211/20170628084725000,A5,211,100,descending,100,116,2017-06-28,3797UOE,53018488S
A5/+72/20150816083614000,A5,72,100,ascending,100,113,2015-08-16,6560AII,78135349W
M45/-10/20170213212554000,M45,10,80,descending,80,94,2017-02-13,0020AUA,44637269L
M30/+11/20161115051334000,M30,11,50,ascending,50,64,2016-11-15,0398EUI,45191051F
A1/+242/20150815151138000,A1,242,100,ascending,100,118,2015-08-15,4334OUU,31411702G
A4/-96/20150818035749000,A4,96,100,descending,100,110,2015-08-18,2973AAI,63417788A
A1/-271/20171205015158000,A1,271,100,descending,100,119,2017-12-05,6206EOU,49078455C
A6/-244/20160227080958000,A6,244,100,descending,100,104,2016-02-27,6111IAI,70809340E
M40/-60/20171106023037000,M40,60,80,descending,80,92,2017-11-06,9507AAI,45568849F
A6/+237/20170427225528000,A6,237,100,ascending,100,111,2017-04-27,0609OUU,07836519M
M30/+11/20170322194102000,M30,11,50,ascending,50,68,2017-03-22,5867AUU,73429060L
M45/+23/20151119200348000,M45,23,80,ascending,80,94,2015-11-19,9218OIA,21371673G
M30/-26/20160406190504000,M30,26,50,descending,50,61,2016-04-06,1943OAO,98277257M
M40/-43/20150930145604000,M40,43,80,descending,80,103,2015-09-30,5338IEI,80551722H
A6/+171/20170808171834000,A6,171,100,ascending,100,97,2017-08-08,1497IUA,58161619R
A5/+236/20170102092329000,A5,236,100,ascending,100,103,2017-01-02,6829IOA,67455235F
A5/-211/20150825163545000,A5,211,100,descending,100,119,2015-08-25,0609OUU,07836519M
A2/+45/20151101172036000,A2,45,100,ascending,100,91,2015-11-01,6118UAA,29480068W
A6/-298/20161117194656000,A6,298,100,descending,100,107,2016-11-17,7283OOE,99181271G
M40/-60/20170919211724000,M40,60,80,descending,80,90,2017-09-19,2698UEA,30173036A
A6/-213/20160630114827000,A6,213,100,descending,100,91,2016-06-30,6061IUO,43287231N
A2/-296/20160301150428000,A2,296,100,descending,100,107,2016-03-01,2339OOI,07595709M
M30/-28/20160528060240000,M30,28,50,descending,50,60,2016-05-28,6292EIA,47285810H
M50/-32/20170706231351000,M50,32,100,descending,100,99,2017-07-06,5350OAE,01707914A
A6/-244/20151217011648000,A6,244,100,descending,100,94,2015-12-17,9959UOU,33300126J
M30/-16/20170710221126000,M30,16,50,descending,50,58,2017-07-10,1131AOO,83880461J
A3/-252/20170509123049000,A3,252,100,descending,100,103,2017-05-09,3812EIU,91725642D
M50/+75/20160506224529000,M50,75,100,ascending,100,99,2016-05-06,2950AAO,58161619R
A5/-271/20170310220816000,A5,271,100,descending,100,100,2017-03-10,3667IIE,18612682R
A1/-268/20150731190336000,A1,268,100,descending,100,99,2015-07-31,1405AOU,92531445F
M40/+16/20150917061147000,M40,16,80,ascending,80,84,2015-09-17,8111EAA,12035677F
M50/-32/20170408093826000,M50,32,100,descending,100,112,2017-04-08,4304AOI,60436163Y
M40/+28/20150705125314000,M40,28,80,ascending,80,100,2015-07-05,5119EUA,80771305C
M50/+49/20170716131042000,M50,49,100,ascending,100,111,2017-07-16,1306OEE,06729275G
A1/+154/20170731211053000,A1,154,100,ascending,100,121,2017-07-31,2347OUI,31414734T
A2/+157/20160405130755000,A2,157,100,ascending,100,114,2016-04-05,5023EII,92366576W
A1/-232/20171209091624000,A1,232,100,descending,100,117,2017-12-09,4450AAE,45191051F
M45/+22/20170516015017000,M45,22,80,ascending,80,93,2017-05-16,6797EIU,52223220H
A3/+204/20151114071416000,A3,204,100,ascending,100,120,2015-11-14,8784IUI,70106310X
M50/+49/20150604195845000,M50,49,100,ascending,100,116,2015-06-04,2893EII,60730294J
A1/+154/20160120105740000,A1,154,100,ascending,100,113,2016-01-20,9861AUO,76150280V
A5/+72/20170911072142000,A5,72,100,ascending,100,116,2017-09-11,6525AEI,87980168Q
M40/+30/20171121000055000,M40,30,80,ascending,80,74,2017-11-21,6560AII,78135349W
A3/+155/20151127034606000,A3,155,100,ascending,100,119,2015-11-27,5938AOI,23939454L
A1/-298/20171024073713000,A1,298,100,descending,100,139,2017-10-24,6061IUO,43287231N
A2/+13/20170511144021000,A2,13,100,ascending,100,115,2017-05-11,9237OAU,46392720H
A2/+13/20170804080937000,A2,13,100,ascending,100,105,2017-08-04,4978AUI,32457390C
A5/-100/20171016152214000,A5,100,100,descending,100,111,2017-10-16,5290OEU,36737468M
M45/-26/20151226001147000,M45,26,80,descending,80,94,2015-12-26,9534OIE,70106310X
A1/+154/20170510185314000,A1,154,100,ascending,100,104,2017-05-10,2955AUA,63050842E
A5/+236/20151011083218000,A5,236,100,ascending,100,119,2015-10-11,8111EAA,12035677F
M40/-60/20160519061443000,M40,60,80,descending,80,90,2016-05-19,9519IEI,35044021W
A2/-155/20161019151631000,A2,155,100,descending,100,110,2016-10-19,0062OEA,37616247T
A1/-271/20160516151012000,A1,271,100,descending,100,113,2016-05-16,4519AIU,46197994X
A5/+95/20160212072046000,A5,95,100,ascending,100,118,2016-02-12,8668OEE,12028211Q
A1/+131/20150810043925000,A1,131,100,ascending,100,117,2015-08-10,3295IOE,53832275Q
A3/-127/20170821210403000,A3,127,100,descending,100,100,2017-08-21,5525OUO,40915263B
A6/+234/20170925025514000,A6,234,100,ascending,100,118,2017-09-25,1244UEO,55087522S
A5/+236/20160830053417000,A5,236,100,ascending,100,121,2016-08-30,7919AEO,21987229B
A4/-223/20160324133023000,A4,223,100,descending,100,114,2016-03-24,1072IOA,47591599E
A5/+95/20160723041157000,A5,95,100,ascending,100,110,2016-07-23,6880OUO,77467632K
A2/+184/20150926191050000,A2,184,100,ascending,100,130,2015-09-26,3219AEO,82883718K
M50/+15/20170115143915000,M50,15,100,ascending,100,137,2017-01-15,6095EAE,74868992J
M40/+40/20160111182313000,M40,40,80,ascending,80,86,2016-01-11,7376AEU,47718268F
M45/-26/20150922231127000,M45,26,80,descending,80,96,2015-09-22,7250EOE,65151191B
A1/+242/20150708122602000,A1,242,100,ascending,100,116,2015-07-08,3667IIE,18612682R
A2/-168/20160708040003000,A2,168,100,descending,100,113,2016-07-08,9519IEI,35044021W
M40/+42/20171121113841000,M40,42,80,ascending,80,93,2017-11-21,9519OEE,55754166G
A1/+154/20170618224210000,A1,154,100,ascending,100,115,2017-06-18,7034IUI,70018716T
M50/+11/20161224014201000,M50,11,100,ascending,100,115,2016-12-24,2970EUI,07836519M
A1/+122/20151119155237000,A1,122,100,ascending,100,103,2015-11-19,2583UIO,99181271G
A1/-268/20170812120647000,A1,268,100,descending,100,113,2017-08-12,3202OUU,78455829T
A1/-232/20170812125422000,A1,232,100,descending,100,111,2017-08-12,3202OUU,78455829T
M40/-60/20160327224248000,M40,60,80,descending,80,92,2016-03-27,6864AIU,02055702P
A3/+241/20170313071314000,A3,241,100,ascending,100,120,2017-03-13,0946UOU,62526264M
A2/+75/20151022142953000,A2,75,100,ascending,100,110,2015-10-22,2539EOE,12519376Q
A1/-268/20161030093536000,A1,268,100,descending,100,117,2016-10-30,1943OAO,98277257M
M45/+26/20160704062455000,M45,26,80,ascending,80,84,2016-07-04,5828EEE,20304333W
M30/-32/20161113124336000,M30,32,50,descending,50,66,2016-11-13,1497IUA,58161619R
A5/+249/20150520114850000,A5,249,100,ascending,100,128,2015-05-20,2339OOI,07595709M
A5/+274/20150520121625000,A5,274,100,ascending,100,119,2015-05-20,2339OOI,07595709M
A6/+234/20150805221002000,A6,234,100,ascending,100,113,2015-08-05,2512UAA,33300126J
M45/-26/20150821095222000,M45,26,80,descending,80,109,2015-08-21,6206EOU,49078455C
M30/-30/20170718090721000,M30,30,50,descending,50,67,2017-07-18,9778OEI,88062522F
M45/+22/20160105223146000,M45,22,80,ascending,80,96,2016-01-05,8177AAO,73236340Q
A3/-94/20171122080517000,A3,94,100,descending,100,111,2017-11-22,1072IOA,47591599E
A5/-54/20161029115928000,A5,54,100,descending,100,110,2016-10-29,5828EEE,20304333W
A1/+217/20170429074514000,A1,217,100,ascending,100,108,2017-04-29,7789UAO,98595100B
A2/+157/20160817200941000,A2,157,100,ascending,100,128,2016-08-17,0716AUU,55133962H
A4/-233/20170926171509000,A4,233,100,descending,100,116,2017-09-26,6648AEO,40648481Y
M45/-28/20080107123215000,M45,28,80,descending,80,95,2008-01-07,9200IIA,93655750A
A6/+38/20170707155444000,A6,38,100,ascending,100,111,2017-07-07,4366UII,34791409E
M30/+10/20160203153327000,M30,10,50,ascending,50,68,2016-02-03,0716AUU,55133962H
A2/-168/20150811015627000,A2,168,100,descending,100,118,2015-08-11,5999AAI,11810752E
A4/+91/20150619081226000,A4,91,100,ascending,100,117,2015-06-19,6055EOO,60260601A
M40/-43/20160526070908000,M40,43,80,descending,80,88,2016-05-26,0728IOU,79172538Y
A2/-230/20150618054243000,A2,230,100,descending,100,115,2015-06-18,7493AUE,50774649X
A1/+138/20170325054942000,A1,138,100,ascending,100,113,2017-03-25,5862IOU,36071957E
A1/-271/20170520134353000,A1,271,100,descending,100,124,2017-05-20,9599EAA,01362850P
A5/+53/20170105010748000,A5,53,100,ascending,100,100,2017-01-05,2347OUI,31414734T
A1/-232/20161015093506000,A1,232,100,descending,100,114,2016-10-15,9519IEI,35044021W
M30/+11/20150713150852000,M30,11,50,ascending,50,69,2015-07-13,6511IUE,36259246E
A4/-270/20160718012654000,A4,270,100,descending,100,116,2016-07-18,4450AAE,45191051F
A5/+70/20080202172318000,A5,70,100,ascending,100,112,2008-02-02,1943OAO,98277257M
A6/-60/20170827083017000,A6,60,100,descending,100,114,2017-08-27,1369OAU,31414734T
A1/-298/20160529080719000,A1,298,100,descending,100,112,2016-05-29,6055EOO,60260601A
A3/+204/20171102045700000,A3,204,100,ascending,100,96,2017-11-02,9855AIE,30801878W
A2/+45/20170502054307000,A2,45,100,ascending,100,120,2017-05-02,5154AEO,84218087E
A4/-270/20171108225144000,A4,270,100,descending,100,118,2017-11-08,2970EUI,07836519M
M40/-55/20150521025252000,M40,55,80,descending,80,83,2015-05-21,4280EUI,85549822B
A1/-298/20171011211255000,A1,298,100,descending,100,118,2017-10-11,3523OOE,11148859T
A6/+237/20151218065615000,A6,237,100,ascending,100,102,2015-12-18,9507AAI,45568849F
A2/-168/20080201091503000,A2,168,100,descending,100,114,2008-02-01,6864AIU,02055702P
M50/-50/20151217192303000,M50,50,100,descending,100,112,2015-12-17,3732IUO,97201505D
A1/+154/20111008035056000,A1,154,100,ascending,100,127,2011-10-08,0716AUU,55133962H
M50/-80/20110530053445000,M50,80,100,descending,100,116,2011-05-30,1536UII,74086301N
A1/+154/20101015005055000,A1,154,100,ascending,100,117,2010-10-15,3797UOE,53018488S
A1/+242/20101015014637000,A1,242,100,ascending,100,116,2010-10-15,3797UOE,53018488S
M40/+42/20100829170411000,M40,42,80,ascending,80,107,2010-08-29,3422AEU,65871451A
M30/+14/20100524071319000,M30,14,50,ascending,50,60,2010-05-24,6817EUA,75939906R
M30/+14/20100516081906000,M30,14,50,ascending,50,70,2010-05-16,8140AOE,76202995Q
A5/-211/20101208184746000,A5,211,100,descending,100,130,2010-12-08,2925UEO,21763956E
M40/+29/20111227002341000,M40,29,80,ascending,80,92,2011-12-27,0716AUU,55133962H
A1/-268/20091212200454000,A1,268,100,descending,100,103,2009-12-12,4280EUI,85549822B
A1/-232/20120120061409000,A1,232,100,descending,100,114,2012-01-20,7757IAI,41938714P
A4/+132/20110703164851000,A4,132,100,ascending,100,98,2011-07-03,1369IUA,97334824C
A6/-60/20100525035712000,A6,60,100,descending,100,120,2010-05-25,6493OEA,65572592Y
M50/+66/20110214132836000,M50,66,100,ascending,100,116,2011-02-14,2539EOE,12519376Q
A4/-285/20111030185705000,A4,285,100,descending,100,117,2011-10-30,4741IOU,94229966R
M50/+49/20111003032416000,M50,49,100,ascending,100,120,2011-10-03,6525AEI,87980168Q
A4/+50/20090814092101000,A4,50,100,ascending,100,120,2009-08-14,5991OAE,58576842M
M40/-60/20100414030642000,M40,60,80,descending,80,100,2010-04-14,4734UAO,59070682N
M50/-80/20110907154316000,M50,80,100,descending,100,117,2011-09-07,7372OEI,42349732Q
A1/+76/20110929175245000,A1,76,100,ascending,100,115,2011-09-29,3797UOE,53018488S
A6/+237/20090908114053000,A6,237,100,ascending,100,114,2009-09-08,7405UIU,11810752E
M50/-15/20100907012111000,M50,15,100,descending,100,110,2010-09-07,9519IEI,35044021W
A3/+49/20090701180731000,A3,49,100,ascending,100,115,2009-07-01,6817EUA,75939906R
A1/+122/20100625195218000,A1,122,100,ascending,100,116,2010-06-25,5716IEO,81542499R
A3/-206/20110426100343000,A3,206,100,descending,100,110,2011-04-26,8784IUI,70106310X
A4/+132/20091009192135000,A4,132,100,ascending,100,114,2009-10-09,3283IAA,22674835D
M40/-43/20100324072006000,M40,43,80,descending,80,94,2010-03-24,5023EII,92366576W
A1/+242/20111203185137000,A1,242,100,ascending,100,114,2011-12-03,9733UAO,81904772R
A3/-10/20100417053850000,A3,10,100,descending,100,114,2010-04-17,5867AUU,73429060L
A1/-298/20120203043106000,A1,298,100,descending,100,116,2012-02-03,1369OAU,31414734T
A6/+171/20120130195514000,A6,171,100,ascending,100,115,2012-01-30,9834EUO,38423370F
M50/-85/20100223141141000,M50,85,100,descending,100,110,2010-02-23,6734OUU,81207757R
M40/+30/20160810003345000,M40,30,80,ascending,80,94,2016-08-10,6511IUE,36259246E
A6/+171/20150625032649000,A6,171,100,ascending,100,115,2015-06-25,0504IUE,04224805G
M45/+23/20170428091441000,M45,23,80,ascending,80,92,2017-04-28,9519IEI,35044021W
A1/-298/20160326185900000,A1,298,100,descending,100,100,2016-03-26,5844EIA,44230641P
A1/-298/20171123090931000,A1,298,100,descending,100,117,2017-11-23,2370AOA,74026572Z
A6/-254/20170329020112000,A6,254,100,descending,100,115,2017-03-29,0098EUA,33300126J
M30/-28/20170210093615000,M30,28,50,descending,50,61,2017-02-10,3667IIE,18612682R
M30/-12/20170210100226000,M30,12,50,descending,50,67,2017-02-10,3667IIE,18612682R
